"Get the body in the coffin in the ground on time.", "Rudyard Funn"
"Why don't you go and MARRY Chapman!?", "What-no-how-dare-you-of-course-not-he'd-never-acceeept", "What?", "Nothing", "Rudyard and Antigone Funn"
"A long time ago............", "Eric Chapman whenever he's asked about anything time before he came to Piffling Vale"
"Glazed cherries, hundreds of thousands... metal piping, bronze caps, and insecticide... Sounds perfectly reasonable." "Rudyard Funn"
